timestamp,temperature_C,cpu_percent,memory_percent,cpu_freq_MHz,cpu_voltage_V,throttled_flags_hex,num_threads,running_threads
2026-03-29T13:41:14.025376,49.6,0.0,26.8,2400.030464,0.852,0x0,1,1
2026-03-29T13:41:15.042400,49.05,38.0,27.6,2400.027136,0.852,0x0,4,1
2026-03-29T13:41:16.063250,50.15,38.7,27.7,2400.02048,0.852,0x0,14,1
2026-03-29T13:41:17.084664,49.05,37.7,28.1,2400.033792,0.852,0x0,29,0
2026-03-29T13:41:18.101871,50.15,43.7,28.4,2400.03712,0.852,0x0,27,5
2026-03-29T13:41:19.131672,52.35,68.2,28.8,2400.030464,0.852,0x0,30,2
2026-03-29T13:41:20.154095,52.35,72.6,29.1,2400.023808,0.852,0x0,25,2
2026-03-29T13:41:21.177517,53.45,71.7,29.3,2400.030464,0.852,0x0,25,3
2026-03-29T13:41:22.198973,52.35,67.6,29.1,2400.030464,0.852,0x0,25,4
2026-03-29T13:41:23.220513,52.35,68.8,29.1,2400.023808,0.852,0x0,25,1
2026-03-29T13:41:24.244748,53.45,67.9,29.1,2400.033792,0.852,0x0,30,8
2026-03-29T13:41:25.265681,51.25,72.7,29.3,2400.030464,0.852,0x0,25,2
2026-03-29T13:41:26.288192,52.35,71.0,29.1,2400.030464,0.852,0x0,30,1
2026-03-29T13:41:27.313001,54.55,68.3,29.1,2400.030464,0.852,0x0,30,4
2026-03-29T13:41:28.337517,53.45,67.9,29.4,2400.030464,0.852,0x0,30,5
2026-03-29T13:41:29.359440,52.9,68.8,29.5,2400.030464,0.852,0x0,30,2
2026-03-29T13:41:30.390842,54.55,69.3,29.2,2400.027136,0.852,0x0,26,4
2026-03-29T13:41:31.419268,55.1,69.7,29.2,2400.027136,0.852,0x0,25,1
2026-03-29T13:41:32.442157,55.1,67.6,29.1,2400.017408,0.852,0x0,30,1
2026-03-29T13:41:33.464230,55.1,72.2,29.4,2400.02048,0.852,0x0,25,2
2026-03-29T13:41:34.489023,54.0,69.7,29.1,2400.027136,0.852,0x0,25,1
2026-03-29T13:41:35.511679,54.0,71.7,29.1,2400.023808,0.852,0x0,25,1
2026-03-29T13:41:36.549013,55.65,74.6,29.2,2400.03712,0.852,0x0,30,1
2026-03-29T13:41:37.573240,54.55,74.6,29.2,2400.030464,0.852,0x0,26,
2026-03-29T13:41:38.699124,55.65,68.0,29.4,2400.033792,0.852,0x0,25,1
2026-03-29T13:41:39.724148,53.45,67.9,29.5,2400.03712,0.852,0x0,25,1
2026-03-29T13:41:40.751632,54.0,68.0,29.2,2400.027136,0.852,0x0,25,3
2026-03-29T13:41:41.779578,54.55,69.0,29.2,2400.02048,0.852,0x0,29,2
2026-03-29T13:41:42.799085,55.1,66.8,29.1,2400.030464,0.852,0x0,29,
2026-03-29T13:41:43.824486,54.55,68.3,29.3,2400.033792,0.852,0x0,30,2
2026-03-29T13:41:44.847018,55.65,68.2,29.3,2400.017408,0.852,0x0,27,5
2026-03-29T13:41:45.873542,55.1,67.8,29.0,2400.033792,0.852,0x0,30,1
2026-03-29T13:41:46.897738,55.65,68.8,29.1,2400.030464,0.852,0x0,30,
2026-03-29T13:41:47.920121,55.1,68.2,29.3,2400.03712,0.852,0x0,30,1
2026-03-29T13:41:48.943448,55.1,65.6,29.4,2400.027136,0.852,0x0,25,4
2026-03-29T13:41:49.971095,55.1,68.0,29.5,2400.030464,0.852,0x0,25,3
2026-03-29T13:41:50.991894,56.75,68.5,29.5,2400.033792,0.852,0x0,25,3
2026-03-29T13:41:52.017775,56.75,69.2,29.3,2400.033792,0.852,0x0,25,1
2026-03-29T13:41:53.039094,55.1,68.1,29.2,2400.02048,0.852,0x0,30,1
2026-03-29T13:41:54.065638,55.65,68.2,29.2,2400.023808,0.852,0x0,28,
2026-03-29T13:41:55.086034,55.65,67.4,29.5,2400.027136,0.852,0x0,25,1
2026-03-29T13:41:56.109158,56.75,67.3,29.6,2400.027136,0.852,0x0,30,2
2026-03-29T13:41:57.132498,55.1,68.2,29.6,2400.030464,0.852,0x0,30,3
