timestamp,temperature_C,cpu_percent,memory_percent,cpu_freq_MHz,cpu_voltage_V,throttled_flags_hex,num_threads,running_threads
2026-03-28T13:08:10.721307,49.05,50.0,25.8,2400.033792,0.8487,0x0,1,1
2026-03-28T13:08:11.738653,49.6,45.0,26.6,2400.030464,0.8487,0x0,1,1
2026-03-28T13:08:12.756063,50.7,42.8,27.1,2400.027136,0.8487,0x0,1,1
2026-03-28T13:08:13.779832,49.05,33.7,27.6,2400.023808,0.8487,0x0,9,0
2026-03-28T13:08:14.795934,50.15,38.1,27.8,2400.023808,0.8487,0x0,12,1
2026-03-28T13:08:15.816346,51.25,56.5,27.8,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:16.839519,51.8,54.0,27.6,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:17.859561,50.7,76.0,27.7,2400.02048,0.8487,0x0,12,1
2026-03-28T13:08:18.878836,53.45,53.5,28.2,2400.02048,0.8487,0x0,12,1
2026-03-28T13:08:19.901019,52.35,53.1,28.0,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:20.919051,52.9,61.9,28.0,2400.027136,0.8487,0x0,12,1
2026-03-28T13:08:21.942538,54.0,62.3,28.3,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:22.962858,54.55,77.9,28.5,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:23.983179,54.0,68.0,28.6,2400.027136,0.8487,0x0,12,2
2026-03-28T13:08:25.010172,54.0,62.0,28.3,2400.027136,0.8487,0x0,12,2
2026-03-28T13:08:26.141932,53.45,55.7,27.9,2400.03712,0.8487,0x0,12,1
2026-03-28T13:08:27.158946,53.45,54.9,27.8,2400.033792,0.8487,0x0,12,1
2026-03-28T13:08:28.189054,52.35,56.6,27.7,2400.03712,0.8487,0x0,12,3
2026-03-28T13:08:29.210610,52.9,55.4,27.7,2400.03712,0.8487,0x0,12,3
2026-03-28T13:08:30.235663,52.35,52.0,27.9,2400.023808,0.8487,0x0,12,1
2026-03-28T13:08:31.257371,52.9,54.3,27.8,2400.033792,0.8487,0x0,12,3
2026-03-28T13:08:32.281908,54.0,60.1,27.8,2400.033792,0.8487,0x0,12,2
2026-03-28T13:08:33.310478,52.9,57.6,28.0,2400.02048,0.8487,0x0,12,3
2026-03-28T13:08:34.328987,53.45,54.4,27.8,2400.033792,0.8487,0x0,12,1
2026-03-28T13:08:35.350639,53.45,55.8,28.0,2400.030464,0.8487,0x0,12,1
2026-03-28T13:08:36.379369,53.45,53.2,27.8,2400.027136,0.8487,0x0,12,4
2026-03-28T13:08:37.406971,53.45,54.7,27.7,2400.027136,0.8487,0x0,12,1
2026-03-28T13:08:38.427959,54.55,55.6,27.8,2400.033792,0.8487,0x0,12,1
2026-03-28T13:08:39.456585,53.45,77.4,28.2,2400.030464,0.8487,0x0,12,2
2026-03-28T13:08:40.481234,54.0,59.8,28.1,2400.033792,0.8487,0x0,12,3
2026-03-28T13:08:41.505787,55.1,66.3,28.0,2400.033792,0.8487,0x0,12,1
2026-03-28T13:08:42.530972,53.45,66.8,27.8,2400.03712,0.8487,0x0,12,1
