timestamp,temperature_C,cpu_percent,memory_percent,cpu_freq_MHz,cpu_voltage_V,throttled_flags_hex
2026-02-03T20:20:54.340327,53.45,100.0,25.9,2400.023808,0.8438,0x0
2026-02-03T20:20:55.358084,55.1,42.9,26.8,2400.023808,0.8438,0x0
2026-02-03T20:20:56.377433,52.9,41.2,27.0,2400.027136,0.8438,0x0
2026-02-03T20:20:57.396346,55.1,35.6,27.6,2400.03712,0.8438,0x0
2026-02-03T20:20:58.415936,53.45,38.1,28.0,2400.023808,0.8438,0x0
2026-02-03T20:20:59.434664,57.85,60.5,28.4,2400.02048,0.8438,0x0
2026-02-03T20:21:00.467509,55.1,63.3,28.3,2400.02048,0.8438,0x0
2026-02-03T20:21:01.486262,56.75,58.2,28.2,2400.033792,0.8438,0x0
2026-02-03T20:21:02.504236,57.85,61.0,28.2,2400.023808,0.8438,0x0
2026-02-03T20:21:03.531930,57.85,63.0,28.5,2400.033792,0.8438,0x0
2026-02-03T20:21:04.559423,58.4,63.0,28.5,2400.023808,0.8438,0x0
2026-02-03T20:21:05.582133,56.2,67.8,28.3,2400.030464,0.8438,0x0
2026-02-03T20:21:06.603272,57.3,58.4,28.5,2400.023808,0.8438,0x0
2026-02-03T20:21:07.627691,58.95,60.5,28.2,2400.030464,0.8438,0x0
2026-02-03T20:21:08.652030,57.3,58.4,28.2,2400.03712,0.8438,0x0
2026-02-03T20:21:09.771018,57.3,60.8,28.2,2400.027136,0.8438,0x0
2026-02-03T20:21:10.795918,58.4,70.9,28.3,2400.030464,0.8438,0x0
2026-02-03T20:21:11.816637,57.85,57.9,28.3,2400.023808,0.8438,0x0
2026-02-03T20:21:12.837163,57.3,58.4,28.4,2400.030464,0.8438,0x0
2026-02-03T20:21:13.861349,58.95,61.8,28.5,2400.023808,0.8438,0x0
2026-02-03T20:21:14.884131,58.4,65.2,28.5,2400.030464,0.8438,0x0
2026-02-03T20:21:15.903307,57.85,60.9,28.4,2400.030464,0.8438,0x0
2026-02-03T20:21:16.923931,57.3,68.0,28.4,2400.030464,0.8438,0x0
2026-02-03T20:21:17.943795,56.75,58.3,28.4,2400.027136,0.8438,0x0
2026-02-03T20:21:18.966137,59.5,73.2,28.3,2400.033792,0.8438,0x0
2026-02-03T20:21:19.997080,58.4,72.2,28.5,2400.03712,0.8438,0x0
2026-02-03T20:21:21.018576,58.4,57.5,28.4,2400.02048,0.8438,0x0
2026-02-03T20:21:22.037461,57.85,58.2,28.2,2400.02048,0.8438,0x0
2026-02-03T20:21:23.060135,59.5,62.8,28.2,2400.030464,0.8438,0x0
2026-02-03T20:21:24.080020,59.5,64.0,28.4,2400.033792,0.8438,0x0
2026-02-03T20:21:25.103211,58.4,59.4,28.3,2400.023808,0.8438,0x0
2026-02-03T20:21:26.132403,58.4,61.6,28.4,2400.023808,0.8438,0x0
2026-02-03T20:21:27.151543,58.4,62.7,28.5,2400.030464,0.8438,0x0
2026-02-03T20:21:28.174133,58.4,59.2,28.3,2400.033792,0.8438,0x0
2026-02-03T20:21:29.196461,59.5,59.6,28.4,2400.033792,0.8438,0x0
2026-02-03T20:21:30.218348,57.85,59.2,28.3,2400.033792,0.8438,0x0
2026-02-03T20:21:31.243444,57.85,58.8,28.2,2400.030464,0.8438,0x0
2026-02-03T20:21:32.265913,58.95,60.0,28.2,2400.033792,0.8438,0x0
2026-02-03T20:21:33.289644,60.05,62.8,28.1,2400.030464,0.8438,0x0
2026-02-03T20:21:34.313272,60.05,61.0,28.1,2400.017408,0.8438,0x0
2026-02-03T20:21:35.334688,58.95,62.0,28.0,2400.03712,0.8438,0x0
2026-02-03T20:21:36.354046,60.6,60.2,28.2,2400.023808,0.8438,0x0
2026-02-03T20:21:37.382659,58.95,71.2,28.2,2400.030464,0.8438,0x0
2026-02-03T20:21:38.409264,59.5,60.4,28.1,2400.027136,0.8438,0x0
2026-02-03T20:21:39.530672,57.3,57.1,28.2,2400.023808,0.8438,0x0
2026-02-03T20:21:40.549880,60.6,61.0,28.6,2400.02048,0.8438,0x0
2026-02-03T20:21:41.579024,58.4,62.8,28.6,2400.030464,0.8438,0x0
2026-02-03T20:21:42.601849,58.95,57.3,28.4,2400.027136,0.8438,0x0
2026-02-03T20:21:43.720485,57.85,58.9,28.4,2400.033792,0.8438,0x0
2026-02-03T20:21:44.740683,59.5,59.1,28.7,2400.02048,0.8438,0x0
2026-02-03T20:21:45.764602,58.95,60.0,28.7,2400.02048,0.8438,0x0
2026-02-03T20:21:46.803672,59.5,60.7,28.6,2400.027136,0.8438,0x0
2026-02-03T20:21:47.823790,58.95,60.6,28.4,2400.033792,0.8438,0x0
2026-02-03T20:21:48.846398,60.05,65.3,28.2,2400.027136,0.8438,0x0
2026-02-03T20:21:49.870129,59.5,60.4,28.1,2400.030464,0.8438,0x0
2026-02-03T20:21:50.895222,58.95,61.1,28.4,2400.027136,0.8438,0x0
2026-02-03T20:21:51.922380,58.4,59.7,28.3,2400.027136,0.8438,0x0
2026-02-03T20:21:52.949312,58.4,61.9,28.2,2400.03712,0.8438,0x0
2026-02-03T20:21:53.967569,57.85,60.3,28.2,2400.03712,0.8438,0x0
2026-02-03T20:21:54.991900,60.05,59.7,28.2,2400.033792,0.8438,0x0
2026-02-03T20:21:56.015039,58.4,59.8,28.2,2400.030464,0.8438,0x0
2026-02-03T20:21:57.042114,58.95,66.6,28.3,2400.02048,0.8438,0x0
2026-02-03T20:21:58.063990,58.95,58.0,28.7,2400.023808,0.8438,0x0
2026-02-03T20:21:59.088887,60.6,62.4,28.6,2400.030464,0.8438,0x0
2026-02-03T20:22:00.114938,58.4,60.7,28.3,2400.02048,0.8438,0x0
2026-02-03T20:22:01.135522,59.5,62.0,28.5,2400.02048,0.8438,0x0
2026-02-03T20:22:02.158743,57.85,58.3,28.6,2400.023808,0.8438,0x0
2026-02-03T20:22:03.184187,60.05,61.5,28.6,2400.027136,0.8438,0x0
2026-02-03T20:22:04.205735,58.95,58.5,28.4,2400.027136,0.8438,0x0
