timestamp,temperature_C,cpu_percent,memory_percent,cpu_freq_MHz,cpu_voltage_V,throttled_flags_hex,num_threads,running_threads
2026-03-29T14:16:28.182128,48.5,50.0,27.3,2400.02048,0.852,0x0,1,1
2026-03-29T14:16:29.199697,47.4,37.9,28.2,2400.030464,0.852,0x0,4,1
2026-03-29T14:16:30.216600,48.5,38.9,28.7,2400.033792,0.852,0x0,15,1
2026-03-29T14:16:31.233001,49.05,35.2,29.1,2400.023808,0.852,0x0,31,0
2026-03-29T14:16:32.251671,49.6,46.6,29.7,2400.027136,0.852,0x0,32,1
2026-03-29T14:16:33.276996,50.7,68.0,29.7,2400.030464,0.852,0x0,32,2
2026-03-29T14:16:34.299258,52.35,69.2,29.9,2400.030464,0.852,0x0,26,3
2026-03-29T14:16:35.325551,51.25,67.7,30.3,2400.03712,0.852,0x0,26,3
2026-03-29T14:16:36.351589,52.35,80.2,30.0,2400.023808,0.852,0x0,26,1
2026-03-29T14:16:37.377350,51.8,77.8,29.9,2400.03712,0.852,0x0,26,2
2026-03-29T14:16:38.408321,51.25,69.0,29.8,2400.030464,0.852,0x0,32,
2026-03-29T14:16:39.429074,52.35,67.1,29.8,2400.027136,0.852,0x0,32,
2026-03-29T14:16:40.452520,51.8,67.9,29.9,2400.023808,0.852,0x0,32,3
2026-03-29T14:16:41.475452,52.9,68.1,29.6,2400.02048,0.852,0x0,26,3
2026-03-29T14:16:42.500466,52.35,68.2,29.7,2400.023808,0.852,0x0,26,1
2026-03-29T14:16:43.522628,52.35,69.4,29.8,2400.02048,0.852,0x0,32,3
2026-03-29T14:16:44.543704,52.9,66.9,29.8,2400.033792,0.852,0x0,27,2
2026-03-29T14:16:45.565632,51.8,68.5,29.8,2400.033792,0.852,0x0,26,3
2026-03-29T14:16:46.594345,52.9,69.4,29.8,2400.03712,0.852,0x0,32,1
2026-03-29T14:16:47.613644,52.9,67.1,29.7,2400.027136,0.852,0x0,26,1
2026-03-29T14:16:48.633191,52.9,67.0,29.7,2400.02048,0.852,0x0,27,
2026-03-29T14:16:49.654681,53.45,71.4,29.6,2400.027136,0.852,0x0,32,
2026-03-29T14:16:50.677808,52.35,67.1,29.6,2400.027136,0.852,0x0,26,3
2026-03-29T14:16:51.700190,54.55,68.0,29.6,2400.027136,0.852,0x0,26,2
2026-03-29T14:16:52.721657,54.0,67.4,29.8,2400.033792,0.852,0x0,32,4
