frame,fps
2139,38.61
2140,33.36
2141,30.93
2142,36.72
2143,37.43
2144,32.15
2145,33.81
2146,35.53
2147,36.17
2148,32.74
2149,31.68
2150,38.31
2151,35.94
2152,31.31
2153,31.32
2154,36.97
2155,38.94
2156,31.85
2157,33.53
2158,35.93
2159,36.48
2160,32.84
2161,34.13
2162,34.13
2163,35.06
2164,31.85
2165,36.60
2166,36.21
2167,34.41
2168,31.94
2169,35.19
2170,36.49
2171,34.12
2172,32.50
2173,34.26
2174,35.00
2175,34.19
2176,32.56
2177,36.60
2178,36.50
2179,34.88
2180,30.89
2181,31.13
2182,33.80
2183,35.27
2184,32.22
2185,35.62
2186,33.32
2187,39.17
2188,25.49
2189,40.47
2190,50.74
2191,34.32
2192,31.69
2193,36.03
2194,36.74
2195,33.80
2196,31.27
2197,35.78
2198,35.23
2199,35.15
2200,30.69
2201,38.75
2202,35.97
2203,32.71
2204,32.69
2205,37.52
2206,34.83
2207,31.73
2208,31.96
2209,41.76
2210,32.24
2211,33.50
2212,33.74
2213,38.95
2214,33.85
2215,32.19
2216,34.66
2217,37.30
2218,33.51
2219,31.31
2220,35.19
2221,37.37
2222,33.04
2223,33.56
2224,33.60
2225,36.28
2226,32.30
2227,34.75
2228,31.73
2229,39.35
2230,33.75
2231,32.25
2232,34.41
2233,38.87
2234,32.65
2235,33.17
2236,34.01
2237,38.41
2238,31.26
2239,33.79
2240,35.39
2241,36.74
2242,32.95
2243,31.21
2244,32.63
2245,41.29
2246,33.11
2247,32.43
2248,34.93
2249,39.25
2250,32.62
2251,31.15
2252,40.19
2253,34.62
2254,32.26
2255,34.08
2256,36.49
2257,35.69
2258,31.03
2259,33.66
2260,37.91
2261,34.43
2262,32.15
2263,36.57
2264,35.25
2265,34.96
2266,30.97
2267,34.79
2268,37.78
2269,34.29
2270,30.64
2271,37.19
2272,35.81
2273,35.07
2274,30.81
2275,35.54
2276,34.47
2277,35.54
2278,30.73
2279,37.43
2280,37.28
2281,33.16
2282,32.92
2283,37.61
2284,33.12
2285,34.21
2286,30.66
2287,37.76
2288,36.02
2289,33.23
2290,33.87
2291,37.86
2292,34.14
2293,33.23
2294,30.78
2295,41.21
2296,33.74
2297,32.66
2298,34.30
2299,33.22
2300,39.71
2301,33.11
2302,34.03
2303,35.80
2304,34.38
2305,32.68
2306,31.79
2307,41.82
2308,32.99
2309,31.30
2310,36.36
2311,36.68
2312,33.99
2313,32.38
2314,33.07
2315,34.97
2316,31.13
2317,34.71
2318,33.02
2319,37.55
2320,35.94
2321,30.30
2322,36.59
2323,36.03
2324,28.07
2325,44.36
2326,35.82
2327,37.82
2328,32.99
2329,31.81
2330,37.15
2331,37.23
2332,32.72
2333,30.83
2334,38.36
2335,36.46
2336,31.57
2337,35.72
2338,33.42
2339,37.41
2340,31.78
2341,35.05
2342,35.87
2343,35.12
2344,28.41
2345,39.67
2346,35.19
2347,33.58
2348,32.86
2349,37.58
2350,35.11
2351,35.52
2352,31.29
2353,35.79
2354,36.21
2355,33.91
2356,31.41
2357,36.32
2358,34.81
2359,35.65
2360,30.84
2361,37.14
2362,35.38
2363,35.12
2364,31.42
2365,36.48
2366,35.43
2367,32.90
2368,32.04
2369,37.62
2370,32.70
2371,36.66
2372,31.46
2373,37.06
2374,36.63
2375,33.18
2376,29.77
2377,40.87
2378,33.97
2379,34.58
2380,30.52
2381,40.47
2382,34.02
2383,33.50
2384,32.17
2385,38.55
2386,32.51
2387,32.68
2388,34.13
2389,37.40
2390,34.95
2391,32.42
2392,34.39
2393,35.85
2394,35.92
2395,32.04
2396,34.37
2397,37.25
2398,34.53
2399,31.47
2400,34.68
2401,35.79
2402,34.05
2403,34.13
2404,34.43
2405,35.95
2406,34.85
2407,31.08
2408,36.49
2409,36.70
2410,31.46
2411,35.13
2412,32.18
2413,37.95
2414,33.57
2415,33.28
2416,35.88
2417,35.61
2418,32.53
2419,32.45
2420,38.38
2421,36.09
2422,31.70
2423,31.19
2424,37.06
2425,35.96
2426,33.61
2427,33.26
2428,36.42
2429,36.52
2430,31.34
2431,35.02
2432,34.18
2433,34.58
2434,29.10
2435,42.79
2436,33.66
2437,35.64
2438,33.43
2439,34.35
2440,37.85
2441,33.01
2442,30.13
2443,40.63
2444,34.29
2445,28.05
2446,30.33
2447,44.83
2448,35.32
2449,36.20
2450,30.62
2451,33.66
2452,32.18
2453,37.70
2454,24.91
2455,47.49
2456,48.26
2457,34.70
2458,30.06
2459,34.76
2460,39.26
2461,33.37
2462,30.96
2463,40.87
2464,33.93
2465,33.44
2466,31.41
2467,34.77
2468,39.39
2469,32.78
2470,31.62
2471,38.73
2472,33.72
2473,33.08
2474,32.16
2475,38.48
2476,33.29
2477,33.29
2478,31.15
2479,42.55
2480,35.44
2481,32.19
2482,34.82
2483,37.44
2484,32.88
2485,32.53
2486,35.98
2487,36.13
2488,33.93
2489,32.38
2490,35.06
2491,37.18
2492,33.07
2493,31.43
2494,35.39
2495,37.44
2496,33.16
2497,31.29
2498,37.56
2499,36.59
2500,33.68
2501,32.20
2502,34.77
2503,36.32
2504,33.67
2505,31.81
2506,36.75
2507,34.32
2508,34.42
2509,32.57
2510,33.78
2511,40.21
2512,32.42
2513,31.02
2514,28.79
2515,41.20
2516,38.94
2517,34.42
2518,25.89
2519,36.31
2520,45.29
2521,29.13
2522,32.33
2523,29.89
2524,38.61
2525,39.06
2526,43.33
2527,33.54
2528,34.40
2529,29.85
2530,38.15
2531,32.72
2532,27.47
2533,37.37
2534,45.59
2535,36.29
2536,34.90
2537,28.76
2538,45.00
2539,32.79
2540,32.30
2541,35.47
2542,38.27
2543,34.02
2544,30.03
2545,37.28
2546,36.48
2547,30.90
2548,32.04
2549,38.88
2550,37.54
2551,32.65
2552,31.49
2553,36.97
2554,36.37
2555,32.56
2556,31.81
2557,38.07
2558,35.89
2559,32.67
2560,32.32
2561,39.72
2562,34.45
2563,32.23
2564,31.57
2565,40.01
2566,34.39
2567,31.75
2568,31.14
2569,28.00
2570,41.47
2571,33.68
2572,37.77
2573,34.28
2574,34.15
2575,30.28
2576,41.21
2577,35.10
2578,28.84
2579,40.49
2580,37.73
2581,36.26
2582,31.33
2583,36.92
2584,29.30
2585,33.13
2586,33.48
2587,38.76
2588,35.09
2589,38.82
2590,34.81
2591,32.58
2592,33.53
2593,34.83
2594,36.75
2595,33.80
2596,34.43
2597,35.31
2598,32.94
2599,33.65
2600,37.35
2601,37.23
2602,30.97
2603,33.72
2604,36.43
2605,36.88
2606,31.77
2607,33.71
2608,33.40
2609,39.74
2610,29.63
2611,35.64
2612,36.65
2613,35.24
2614,32.50
2615,35.65
2616,34.61
2617,36.45
2618,30.12
2619,36.00
2620,32.52
2621,37.68
2622,32.42
2623,36.86
2624,34.55
2625,35.88
2626,30.89
2627,37.99
2628,34.99
2629,34.28
2630,31.55
2631,35.83
2632,36.57
2633,33.74
2634,31.45
2635,34.42
2636,38.87
2637,31.71
2638,28.62
2639,43.80
2640,36.56
2641,33.36
2642,30.72
2643,36.79
2644,38.04
2645,32.21
2646,31.36
2647,37.82
2648,37.29
2649,32.77
2650,30.57
2651,39.41
2652,36.26
2653,32.07
2654,33.12
2655,39.27
2656,33.03
2657,30.96
2658,32.30
2659,44.07
2660,32.29
2661,32.87
2662,34.60
2663,37.81
2664,33.90
2665,32.18
2666,35.26
2667,37.24
2668,33.50
2669,31.55
2670,35.74
2671,37.19
2672,32.72
2673,32.75
2674,32.02
2675,36.45
2676,36.90
2677,31.22
2678,34.45
2679,41.01
2680,31.83
2681,31.81
2682,37.37
2683,36.68
2684,33.06
2685,31.34
2686,36.52
2687,37.71
2688,32.29
2689,31.71
2690,30.20
2691,42.69
2692,35.50
2693,28.56
2694,37.64
2695,31.81
2696,30.15
2697,39.43
2698,32.94
2699,34.74
2700,32.71
2701,28.40
2702,48.69
2703,44.64
2704,32.74
2705,35.56
2706,36.17
2707,34.82
2708,31.19
2709,33.02
2710,35.69
2711,37.67
2712,31.91
2713,34.49
2714,37.67
2715,34.69
2716,31.18
2717,37.17
2718,34.81
2719,34.45
2720,31.08
2721,34.66
2722,38.10
2723,34.37
2724,30.93
2725,38.07
2726,35.20
2727,33.47
2728,30.19
2729,37.10
2730,37.79
2731,33.80
2732,31.10
2733,38.76
2734,34.40
2735,32.81
2736,32.05
2737,38.55
2738,35.81
2739,33.27
2740,31.59
2741,37.97
2742,34.85
2743,32.26
2744,33.67
2745,36.07
2746,34.24
2747,34.20
2748,32.92
2749,38.62
2750,34.39
2751,32.07
2752,33.90
2753,36.14
2754,35.33
2755,32.44
2756,33.81
2757,35.96
2758,33.32
2759,32.45
2760,35.72
2761,34.72
2762,36.13
2763,32.72
2764,34.11
2765,35.56
2766,26.46
2767,35.15
2768,33.12
2769,38.45
2770,36.45
2771,31.32
2772,42.39
2773,35.15
2774,26.35
2775,33.06
2776,47.74
2777,40.08
2778,32.43
2779,32.02
2780,36.44
2781,38.86
2782,32.00
2783,28.39
2784,40.62
2785,40.05
2786,31.14
2787,33.33
2788,38.03
2789,36.11
2790,30.61
2791,34.70
2792,37.16
2793,35.43
2794,31.80
2795,35.55
2796,35.20
2797,35.23
2798,31.94
2799,33.50
2800,37.79
2801,33.30
2802,32.23
2803,36.85
2804,36.27
2805,33.22
2806,31.94
2807,34.63
2808,37.22
2809,34.29
2810,31.43
2811,36.90
2812,35.67
2813,34.80
2814,31.17
2815,37.14
2816,35.90
2817,32.17
2818,31.65
2819,35.94
2820,38.74
2821,32.90
2822,32.48
2823,34.90
2824,35.97
2825,33.08
2826,32.03
2827,35.39
2828,36.19
2829,33.36
2830,31.44
2831,37.40
2832,36.78
2833,33.07
2834,30.58
2835,42.11
2836,31.05
2837,33.55
2838,35.47
2839,36.86
2840,35.36
2841,32.86
2842,31.38
2843,40.40
2844,34.48
2845,31.68
2846,34.97
2847,35.37
2848,35.39
2849,30.70
2850,35.77
2851,38.16
2852,34.11
2853,31.43
2854,32.06
2855,40.29
2856,34.21
2857,32.80
2858,34.35
2859,37.95
2860,33.81
2861,32.38
2862,28.28
2863,42.22
2864,37.26
2865,32.18
2866,36.67
2867,36.70
2868,32.90
2869,31.54
2870,38.71
2871,36.11
2872,32.27
2873,31.16
2874,40.36
2875,34.85
2876,32.27
2877,33.95
2878,36.39
2879,35.60
2880,30.45
2881,35.69
2882,37.17
2883,35.02
2884,31.77
2885,34.85
2886,36.53
2887,33.42
2888,32.81
2889,34.41
2890,36.92
2891,26.63
2892,31.04
2893,43.50
2894,35.57
2895,35.55
2896,33.16
2897,35.53
2898,31.68
2899,28.81
2900,37.66
2901,49.80
2902,35.34
2903,33.82
2904,31.36
2905,36.19
2906,36.79
2907,33.22
2908,30.40
2909,38.71
2910,36.38
2911,32.73
2912,32.00
2913,36.72
2914,36.47
2915,32.55
2916,32.46
2917,38.06
2918,35.04
2919,32.80
2920,31.89
2921,38.57
2922,35.18
2923,32.74
2924,33.85
2925,36.89
2926,31.95
2927,34.88
2928,33.92
2929,36.70
2930,33.59
2931,32.76
2932,33.76
2933,36.02
2934,36.65
2935,31.36
2936,35.18
2937,36.30
2938,34.04
2939,32.43
2940,35.24
2941,37.24
2942,33.55
2943,32.30
2944,34.17
2945,34.85
2946,34.74
2947,33.42
2948,34.72
2949,38.02
2950,32.59
2951,32.50
2952,35.27
2953,37.49
2954,33.23
2955,31.46
2956,36.04
2957,37.40
2958,31.97
2959,33.33
2960,36.07
2961,36.66
2962,32.50
2963,32.36
2964,36.88
2965,36.22
2966,32.52
2967,34.02
2968,36.17
2969,34.97
2970,32.53
2971,33.47
2972,36.27
2973,35.72
2974,31.80
2975,34.20
2976,37.39
2977,34.95
2978,31.30
2979,35.30
2980,34.89
2981,34.91
2982,32.62
2983,35.79
2984,35.57
2985,34.85
2986,31.38
2987,34.85
2988,37.50
2989,34.56
2990,31.31
2991,35.18
2992,36.78
2993,33.55
2994,31.08
2995,36.40
2996,37.70
2997,33.13
2998,31.38
2999,37.02
3000,36.52
3001,33.29
3002,31.07
3003,36.35
3004,37.73
3005,32.35
3006,31.13
3007,38.25
3008,37.09
3009,31.92
3010,33.54
3011,38.45
3012,34.26
3013,31.59
3014,34.15
3015,38.36
3016,33.91
3017,29.04
3018,29.59
3019,48.09
3020,29.94
3021,36.94
3022,33.12
3023,33.35
3024,26.51
3025,38.05
3026,42.43
3027,43.34
3028,34.56
3029,30.09
3030,32.34
3031,39.92
3032,35.24
3033,31.45
3034,23.99
3035,35.11
3036,52.87
3037,38.37
3038,35.42
3039,37.19
3040,33.63
3041,32.07
3042,31.31
3043,43.71
3044,32.94
3045,31.34
3046,38.44
3047,35.60
3048,32.43
3049,32.72
3050,36.42
3051,36.95
3052,31.11
3053,33.47
3054,34.12
3055,39.88
3056,31.50
3057,31.76
3058,37.14
3059,37.93
3060,31.24
3061,32.84
3062,39.72
3063,34.52
3064,31.61
3065,34.05
3066,38.30
3067,35.04
3068,30.48
3069,35.93
3070,32.55
3071,36.88
3072,31.90
3073,35.75
3074,37.27
3075,34.92
3076,30.64
3077,37.94
3078,33.77
3079,36.17
3080,31.48
3081,36.73
3082,35.81
3083,33.73
3084,30.36
3085,36.19
3086,38.35
3087,33.54
3088,30.28
3089,39.01
3090,36.00
3091,32.68
3092,32.15
3093,35.82
3094,37.40
3095,31.50
3096,33.23
3097,32.67
3098,41.21
3099,32.79
3100,33.08
3101,38.24
3102,34.12
3103,31.80
3104,31.89
3105,41.26
3106,31.82
3107,33.14
3108,36.38
3109,36.41
3110,34.68
3111,32.28
3112,33.90
3113,37.77
3114,33.62
3115,32.21
3116,34.78
3117,35.84
3118,34.88
3119,32.86
3120,34.06
3121,36.18
3122,34.54
3123,32.25
3124,34.95
3125,33.92
3126,35.41
3127,32.27
3128,36.10
3129,36.66
3130,33.67
3131,32.23
3132,36.21
3133,36.36
3134,33.09
3135,30.95
3136,36.33
3137,37.85
3138,33.00
3139,32.23
3140,35.68
3141,36.97
3142,30.65
3143,29.56
3144,36.91
3145,32.59
3146,31.29
3147,45.54
3148,33.30
3149,32.66
3150,27.53
3151,35.79
3152,53.29
3153,37.67
3154,30.51
3155,35.23
3156,35.29
3157,36.95
3158,31.04
3159,37.06
3160,35.37
3161,34.61
3162,30.78
3163,36.50
3164,36.78
3165,33.78
3166,31.05
3167,36.51
3168,36.06
3169,34.14
3170,30.84
3171,38.90
3172,34.36
3173,33.93
3174,30.02
3175,42.21
3176,34.39
3177,32.59
3178,29.67
3179,43.23
3180,33.25
3181,34.43
3182,30.24
3183,41.47
3184,34.66
3185,32.12
3186,31.78
3187,38.99
3188,35.71
3189,32.49
3190,33.40
3191,35.95
3192,34.53
3193,33.34
3194,33.63
3195,37.75
3196,34.59
3197,30.51
3198,30.22
3199,47.49
3200,32.63
3201,32.48
3202,35.49
3203,37.48
3204,32.87
3205,33.09
3206,29.84
3207,37.56
3208,36.42
3209,32.45
3210,36.03
3211,36.95
3212,33.08
3213,31.67
3214,35.06
3215,38.07
3216,33.42
3217,30.73
3218,32.47
3219,43.58
3220,32.23
3221,31.43
3222,38.98
3223,35.88
3224,32.21
3225,31.38
3226,39.24
3227,36.19
3228,32.52
3229,31.63
3230,38.21
3231,36.21
3232,30.85
3233,33.10
3234,35.22
3235,39.37
3236,31.58
3237,34.90
3238,34.30
3239,34.83
3240,34.47
3241,32.15
3242,31.70
3243,43.05
3244,34.14
3245,32.24
3246,34.90
3247,34.18
3248,32.07
3249,40.95
3250,35.56
3251,33.26
3252,30.91
3253,35.86
3254,32.16
3255,34.20
3256,27.22
3257,53.19
3258,27.72
3259,38.25
3260,31.46
3261,45.23
3262,27.88
3263,31.12
3264,44.63
3265,39.49
3266,35.04
3267,32.75
3268,31.68
3269,35.56
3270,40.58
3271,31.58
3272,31.61
3273,41.01
3274,34.49
3275,33.03
3276,32.20
3277,36.24
3278,35.15
3279,34.06
3280,30.15
3281,40.64
3282,35.24
3283,33.20
3284,33.60
3285,37.19
3286,34.35
3287,30.95
3288,35.77
3289,33.04
3290,38.45
3291,32.33
3292,34.09
3293,38.22
3294,33.36
3295,32.23
3296,34.95
3297,36.33
3298,33.36
3299,32.25
3300,35.29
3301,36.91
3302,33.66
3303,31.17
3304,35.42
3305,37.65
3306,33.99
3307,31.40
3308,37.10
3309,37.18
3310,33.27
3311,30.60
3312,37.66
3313,36.39
3314,33.59
3315,31.30
3316,37.36
3317,36.52
3318,32.40
3319,31.58
3320,36.85
3321,37.51
3322,31.57
3323,34.22
3324,36.37
3325,35.89
3326,31.42
3327,35.40
3328,34.98
3329,35.62
3330,32.06
3331,33.10
3332,36.75
3333,36.02
3334,31.63
3335,36.53
3336,35.67
3337,34.71
3338,31.56
3339,35.77
3340,32.95
3341,35.09
3342,33.60
3343,35.42
3344,36.03
3345,34.13
3346,30.65
3347,35.53
3348,38.66
3349,32.72
3350,31.27
3351,40.67
3352,34.42
3353,34.23
3354,30.69
3355,37.95
3356,35.77
3357,33.27
3358,32.10
3359,32.60
3360,37.60
3361,34.93
3362,31.06
