timestamp,temperature_C,cpu_percent,memory_percent,npu_utilization_percent
2026-02-03T13:31:37.030466,57.3,55.2,28.2,26.2
2026-02-03T13:31:39.234820,56.2,35.2,28.2,25.8
2026-02-03T13:31:41.439115,56.2,40.5,28.2,26.4
2026-02-03T13:31:43.642253,56.2,32.6,28.2,25.5
2026-02-03T13:31:45.845267,56.75,34.1,28.2,25.9
2026-02-03T13:31:48.049815,58.4,46.1,28.2,25.7
2026-02-03T13:31:50.252280,55.65,38.4,28.2,26.2
2026-02-03T13:31:52.456212,57.85,43.7,28.2,26.0
2026-02-03T13:31:54.660097,56.2,36.2,28.2,25.3
2026-02-03T13:31:56.864675,56.75,44.6,28.2,25.4
2026-02-03T13:31:59.066643,56.75,37.1,28.1,25.3
2026-02-03T13:32:01.270455,56.75,37.6,28.2,25.6
2026-02-03T13:32:03.473781,57.85,42.9,28.2,25.6
2026-02-03T13:32:05.676926,56.75,31.6,28.2,25.3
2026-02-03T13:32:07.880005,56.75,42.5,28.2,25.7
2026-02-03T13:32:10.084842,56.2,34.4,28.2,25.8
2026-02-03T13:32:12.287687,57.3,35.5,28.2,25.8
2026-02-03T13:32:14.490872,56.75,45.0,28.2,25.8
2026-02-03T13:32:16.694552,57.85,36.4,28.2,25.2
2026-02-03T13:32:18.899703,57.85,38.9,28.2,25.6
2026-02-03T13:32:21.111493,55.65,34.8,28.2,25.9
2026-02-03T13:32:23.314313,56.75,34.4,28.2,25.4
2026-02-03T13:32:25.518951,56.2,42.5,28.2,25.4
2026-02-03T13:32:27.724205,55.65,34.5,28.2,25.3
2026-02-03T13:32:29.926694,57.85,41.3,28.2,26.2
2026-02-03T13:32:32.129840,55.65,39.0,28.2,26.1
2026-02-03T13:32:34.335208,56.2,34.7,28.2,25.6
2026-02-03T13:32:36.543359,57.3,44.6,28.2,26.3
2026-02-03T13:32:38.749118,57.85,33.5,28.2,26.0
2026-02-03T13:32:40.953863,56.2,38.6,28.2,26.3
2026-02-03T13:32:43.161719,56.75,40.9,28.2,26.1
2026-02-03T13:32:45.366985,55.65,31.8,28.2,25.8
2026-02-03T13:32:47.572667,55.65,46.5,28.2,26.0
2026-02-03T13:32:49.777708,55.65,34.3,28.2,26.1
2026-02-03T13:32:51.982474,55.1,42.7,28.2,25.2
2026-02-03T13:32:54.187013,55.65,34.4,28.2,25.3
2026-02-03T13:32:56.389268,56.75,32.7,28.2,26.1
2026-02-03T13:32:58.593171,56.75,44.4,28.2,26.0
2026-02-03T13:33:00.795249,55.65,34.2,28.2,25.7
2026-02-03T13:33:02.999664,57.3,40.9,28.2,25.4
2026-02-03T13:33:05.202850,55.65,34.5,28.2,25.4
2026-02-03T13:33:07.406254,55.65,33.3,28.2,26.2
2026-02-03T13:33:09.609064,57.3,43.3,28.2,25.5
2026-02-03T13:33:11.815926,56.75,32.9,28.2,25.4
2026-02-03T13:33:14.019860,56.75,39.5,28.1,25.3
2026-02-03T13:33:16.223648,56.2,34.2,28.2,25.3
2026-02-03T13:33:18.429583,55.65,33.0,28.2,25.9
2026-02-03T13:33:20.632117,56.75,50.8,28.2,25.4
2026-02-03T13:33:22.835069,56.2,33.2,28.2,25.4
2026-02-03T13:33:25.038174,57.85,44.9,28.2,25.3
2026-02-03T13:33:27.241841,57.85,37.9,28.2,26.0
2026-02-03T13:33:29.446025,57.85,36.9,28.2,25.3
2026-02-03T13:33:31.651166,56.75,43.6,28.2,26.2
2026-02-03T13:33:33.857815,56.2,33.1,28.2,25.6
2026-02-03T13:33:36.060233,58.4,42.3,28.2,26.0
2026-02-03T13:33:38.264509,57.3,34.0,28.2,26.3
2026-02-03T13:33:40.467911,56.75,32.9,28.2,25.7
2026-02-03T13:33:42.671352,57.3,42.1,28.2,25.9
2026-02-03T13:33:44.873563,57.3,33.8,28.2,25.9
2026-02-03T13:33:47.076672,56.75,43.9,28.2,26.1
2026-02-03T13:33:49.282066,56.75,32.0,28.2,26.1
2026-02-03T13:33:51.485549,58.4,41.9,28.2,26.5
2026-02-03T13:33:53.688342,56.75,39.1,28.3,25.7
2026-02-03T13:33:55.891233,57.85,32.2,28.2,26.0
2026-02-03T13:33:58.101836,57.3,43.3,28.2,26.5
2026-02-03T13:34:00.305561,58.4,32.9,28.2,26.2
2026-02-03T13:34:02.509198,57.85,37.5,28.3,25.8
2026-02-03T13:34:04.715891,57.3,35.2,28.2,26.0
2026-02-03T13:34:06.919306,57.85,32.6,28.2,26.4
2026-02-03T13:34:09.124525,57.85,43.5,28.2,25.6
2026-02-03T13:34:11.328858,57.85,37.4,28.2,26.4
2026-02-03T13:34:13.532598,58.95,36.1,28.2,26.2
2026-02-03T13:34:15.743028,58.95,42.3,28.2,26.1
2026-02-03T13:34:17.945047,58.4,33.6,28.2,26.1
2026-02-03T13:34:20.148821,57.85,42.4,28.2,25.3
2026-02-03T13:34:22.355396,57.85,33.3,28.2,26.1
2026-02-03T13:34:24.557334,57.3,34.3,28.2,26.3
2026-02-03T13:34:26.760350,58.95,45.1,28.2,25.6
2026-02-03T13:34:28.962316,57.85,35.9,28.2,25.5
2026-02-03T13:34:31.180227,57.3,43.5,28.2,25.7
2026-02-03T13:34:33.384352,60.05,37.5,28.2,26.0
2026-02-03T13:34:35.588061,57.85,37.9,28.2,25.8
2026-02-03T13:34:37.791806,58.4,42.3,28.3,25.4
2026-02-03T13:34:39.997643,58.95,33.5,28.2,25.3
2026-02-03T13:34:42.201517,59.5,44.9,28.3,24.9
2026-02-03T13:34:44.403623,58.4,36.6,28.3,25.5
2026-02-03T13:34:46.610497,58.95,33.9,28.3,25.5
2026-02-03T13:34:48.813115,58.4,41.6,28.3,25.4
2026-02-03T13:34:51.016949,58.4,35.9,28.3,25.2
2026-02-03T13:34:53.220090,57.85,43.9,28.3,25.9
2026-02-03T13:34:55.423988,58.4,34.8,28.3,25.7
2026-02-03T13:34:57.629810,57.85,42.8,28.3,25.8
2026-02-03T13:34:59.838577,57.85,33.6,28.3,25.5
2026-02-03T13:35:02.043867,57.3,36.4,28.3,25.9
2026-02-03T13:35:04.250415,57.3,41.7,28.3,26.4
2026-02-03T13:35:06.452874,57.3,34.6,28.2,25.3
2026-02-03T13:35:08.656966,58.95,43.4,28.2,26.5
2026-02-03T13:35:10.860440,59.5,31.4,28.3,25.6
2026-02-03T13:35:13.065309,58.4,33.9,28.3,26.0
2026-02-03T13:35:15.267898,59.5,43.3,28.2,26.0
2026-02-03T13:35:17.472003,58.4,33.7,28.2,25.4
2026-02-03T13:35:19.675430,59.5,42.1,28.3,25.6
2026-02-03T13:35:21.878029,58.4,37.3,28.2,25.3
2026-02-03T13:35:24.085410,58.4,33.5,28.2,26.1
