timestamp,temperature_C,cpu_percent,memory_percent,cpu_freq_MHz,cpu_voltage_V,throttled_flags_hex
2026-02-20T15:14:55.344185,53.45,100.0,13.2,2400.03712,0.8589,0x0
2026-02-20T15:14:56.364677,52.9,22.2,13.4,2400.02048,0.8589,0x0
2026-02-20T15:14:57.380594,51.25,19.3,14.0,2400.033792,0.8589,0x0
2026-02-20T15:14:58.396826,53.45,29.0,14.3,2400.027136,0.8589,0x0
2026-02-20T15:14:59.413260,52.9,24.4,14.6,2400.030464,0.8589,0x0
2026-02-20T15:15:00.429735,52.9,22.7,14.9,2400.023808,0.8589,0x0
2026-02-20T15:15:01.445965,53.45,35.4,15.2,2400.02048,0.8589,0x0
2026-02-20T15:15:02.466761,52.9,41.6,15.5,2400.033792,0.8589,0x0
2026-02-20T15:15:03.482510,54.0,10.4,15.4,2400.030464,0.8589,0x0
2026-02-20T15:15:04.499168,54.55,44.9,15.5,2400.030464,0.8589,0x0
2026-02-20T15:15:05.528644,56.75,78.7,15.6,2400.03712,0.8589,0x0
2026-02-20T15:15:06.548797,57.3,76.4,15.6,2400.017408,0.8589,0x0
2026-02-20T15:15:07.571244,56.75,76.1,15.7,2400.033792,0.8589,0x0
2026-02-20T15:15:08.592192,57.3,74.4,15.6,2400.033792,0.8589,0x0
2026-02-20T15:15:09.620402,55.65,72.0,15.6,2400.02048,0.8589,0x0
2026-02-20T15:15:10.646104,56.2,18.2,15.7,2400.027136,0.8589,0x0
2026-02-20T15:15:11.662736,55.1,11.7,15.7,2400.030464,0.8589,0x0
2026-02-20T15:15:12.679979,54.55,8.7,15.7,2400.033792,0.8589,0x0
2026-02-20T15:15:13.783067,52.9,8.0,15.7,2400.023808,0.8589,0x0
2026-02-20T15:15:14.799754,52.9,10.1,15.6,2400.030464,0.8589,0x0
2026-02-20T15:15:15.816641,54.0,18.5,15.6,2400.027136,0.8589,0x0
2026-02-20T15:15:16.833321,52.9,11.4,15.6,2400.033792,0.8589,0x0
2026-02-20T15:15:17.852875,56.2,60.3,15.5,2400.023808,0.8589,0x0
2026-02-20T15:15:18.870956,55.65,75.0,15.5,2400.030464,0.8589,0x0
2026-02-20T15:15:19.889054,57.85,78.2,15.5,2400.030464,0.8589,0x0
2026-02-20T15:15:20.914812,57.85,78.2,15.5,2400.033792,0.8589,0x0
2026-02-20T15:15:21.936362,58.95,74.9,15.6,2400.030464,0.8589,0x0
2026-02-20T15:15:22.964878,56.75,77.8,15.6,2400.030464,0.8589,0x0
2026-02-20T15:15:23.987516,57.3,79.8,15.5,2400.023808,0.8589,0x0
2026-02-20T15:15:25.009279,58.4,77.3,15.6,2400.030464,0.8589,0x0
