timestamp,temperature_C,cpu_percent,memory_percent,npu_utilization_percent
2026-02-03T16:27:43.730697,59.5,48.4,14.5,37.6
2026-02-03T16:27:45.938425,58.4,42.9,14.6,38.3
2026-02-03T16:27:48.145239,58.4,49.9,14.6,39.0
2026-02-03T16:27:50.348163,57.3,43.1,14.5,38.0
2026-02-03T16:27:52.552132,57.85,53.3,14.6,37.0
2026-02-03T16:27:54.757081,57.85,53.4,14.5,37.6
2026-02-03T16:27:56.960207,57.85,57.8,14.5,38.3
2026-02-03T16:27:59.163240,59.5,45.6,14.5,38.1
2026-02-03T16:28:01.368319,57.3,46.3,14.5,37.4
2026-02-03T16:28:03.573188,57.85,49.0,14.6,37.1
2026-02-03T16:28:05.780186,60.05,58.1,14.5,37.9
2026-02-03T16:28:07.985662,58.95,55.4,14.6,38.3
2026-02-03T16:28:10.194309,56.75,57.7,14.6,38.4
2026-02-03T16:28:12.396425,58.95,58.9,14.6,38.9
2026-02-03T16:28:14.607645,56.75,43.2,14.5,37.7
2026-02-03T16:28:16.811772,57.85,45.4,14.6,37.1
2026-02-03T16:28:19.018845,57.3,42.4,14.6,38.1
2026-02-03T16:28:21.222384,57.85,45.5,14.5,38.6
2026-02-03T16:28:23.426072,57.85,46.3,14.6,38.1
2026-02-03T16:28:25.646021,57.3,49.5,14.5,37.7
2026-02-03T16:28:27.848136,58.95,54.7,14.6,37.5
2026-02-03T16:28:30.057968,56.75,55.7,14.5,37.7
2026-02-03T16:28:32.260536,58.4,41.6,14.6,37.9
2026-02-03T16:28:34.463917,57.85,43.6,14.6,37.7
2026-02-03T16:28:36.672188,57.85,45.2,14.6,37.2
2026-02-03T16:28:38.876557,58.4,54.7,14.6,39.1
2026-02-03T16:28:41.084999,58.95,60.6,14.6,38.3
2026-02-03T16:28:43.293682,58.95,58.0,14.6,37.6
2026-02-03T16:28:45.505256,58.95,64.4,14.6,39.0
2026-02-03T16:28:47.709228,59.5,57.8,14.6,37.1
2026-02-03T16:28:49.912217,58.4,48.9,14.6,37.2
2026-02-03T16:28:52.116336,58.4,42.2,14.6,37.5
2026-02-03T16:28:54.320800,58.95,53.3,14.6,37.9
2026-02-03T16:28:56.525480,56.75,46.4,14.6,37.2
2026-02-03T16:28:58.731105,60.6,57.1,14.5,38.0
2026-02-03T16:29:00.939656,58.95,54.4,14.6,37.5
2026-02-03T16:29:03.144305,59.5,63.6,14.6,37.3
2026-02-03T16:29:05.347473,57.85,36.2,14.5,37.3
2026-02-03T16:29:07.553673,58.95,40.4,14.6,37.9
2026-02-03T16:29:09.756831,58.4,42.6,14.6,37.5
