timestamp,npu_utilization_percent,hailo_temp_C,hailo_clock_MHz
2026-04-18T11:34:41.389115,,50.013275146484375,400.0
2026-04-18T11:34:43.760844,100.0,50.670894622802734,400.0
2026-04-18T11:34:45.962890,100.0,51.12617111206055,400.0
2026-04-18T11:34:48.166047,100.0,51.4296875,400.0
2026-04-18T11:34:50.367897,100.0,51.73320770263672,400.0
2026-04-18T11:34:52.570572,100.0,51.98613739013672,400.0
2026-04-18T11:34:54.772360,100.0,52.18848419189453,400.0
2026-04-18T11:34:56.975543,100.0,52.23906707763672,400.0
2026-04-18T11:34:59.177280,100.0,52.28965377807617,400.0
2026-04-18T11:35:01.379828,100.0,52.39082717895508,400.0
2026-04-18T11:35:03.582988,100.0,52.44141387939453,400.0
2026-04-18T11:35:05.786301,100.0,52.340240478515625,400.0
2026-04-18T11:35:07.989630,100.0,52.39082717895508,400.0
2026-04-18T11:35:10.192529,100.0,52.492000579833984,400.0
2026-04-18T11:35:12.395977,100.0,52.492000579833984,400.0
2026-04-18T11:35:14.598118,100.0,52.59317398071289,400.0
2026-04-18T11:35:16.799857,100.0,52.59317398071289,400.0
2026-04-18T11:35:19.005379,100.0,52.54258728027344,400.0
2026-04-18T11:35:21.206948,100.0,52.59317398071289,400.0
2026-04-18T11:35:23.408513,100.0,52.64375686645508,400.0
2026-04-18T11:35:25.611687,100.0,52.59317398071289,400.0
2026-04-18T11:35:27.814834,100.0,52.59317398071289,400.0
2026-04-18T11:35:30.017591,100.0,52.59317398071289,400.0
2026-04-18T11:35:32.220616,100.0,52.54258728027344,400.0
2026-04-18T11:35:34.423505,100.0,52.59317398071289,400.0
2026-04-18T11:35:36.627106,100.0,52.59317398071289,400.0
2026-04-18T11:35:38.829469,100.0,52.54258728027344,400.0
2026-04-18T11:35:41.032565,100.0,52.39082717895508,400.0
2026-04-18T11:35:43.235103,88.6,52.492000579833984,400.0
2026-04-18T11:35:45.438084,100.0,52.59317398071289,400.0
2026-04-18T11:35:47.640678,100.0,52.64375686645508,400.0
2026-04-18T11:35:49.842621,100.0,52.69434356689453,400.0
2026-04-18T11:35:52.048167,100.0,52.79551696777344,400.0
2026-04-18T11:35:54.252184,100.0,52.896690368652344,400.0
2026-04-18T11:35:56.453949,100.0,52.896690368652344,400.0
2026-04-18T11:35:58.657786,100.0,52.896690368652344,400.0
2026-04-18T11:36:00.863254,100.0,52.99786376953125,400.0
2026-04-18T11:36:03.065590,100.0,52.99786376953125,400.0
2026-04-18T11:36:05.268902,100.0,52.9472770690918,400.0
2026-04-18T11:36:07.474053,100.0,52.9472770690918,400.0
2026-04-18T11:36:09.677232,100.0,53.09903335571289,400.0
2026-04-18T11:36:11.879524,100.0,53.25079345703125,400.0
2026-04-18T11:36:14.081457,100.0,53.25079345703125,400.0
2026-04-18T11:36:16.284505,100.0,53.25079345703125,400.0
2026-04-18T11:36:18.489348,100.0,53.40255355834961,400.0
2026-04-18T11:36:20.692060,100.0,53.4531364440918,400.0
2026-04-18T11:36:22.894603,100.0,53.50372314453125,400.0
2026-04-18T11:36:25.097830,100.0,53.50372314453125,400.0
2026-04-18T11:36:27.301225,100.0,53.50372314453125,400.0
2026-04-18T11:36:29.504662,100.0,53.65548324584961,400.0
2026-04-18T11:36:31.706872,100.0,53.604896545410156,400.0
2026-04-18T11:36:33.910564,100.0,53.65548324584961,400.0
2026-04-18T11:36:36.113372,100.0,53.756656646728516,400.0
2026-04-18T11:36:38.314970,100.0,53.756656646728516,400.0
2026-04-18T11:36:40.517785,100.0,53.70606994628906,400.0
2026-04-18T11:36:42.722725,86.4,53.65548324584961,400.0
2026-04-18T11:36:44.924931,94.6,53.756656646728516,400.0
2026-04-18T11:36:47.130708,97.6,53.70606994628906,400.0
2026-04-18T11:36:49.333829,97.4,53.756656646728516,400.0
2026-04-18T11:36:51.541728,97.6,53.857826232910156,400.0
2026-04-18T11:36:53.745661,97.3,53.95899963378906,400.0
2026-04-18T11:36:55.949730,97.4,54.009586334228516,400.0
2026-04-18T11:36:58.153293,97.4,53.95899963378906,400.0
2026-04-18T11:37:00.360926,91.7,53.95899963378906,400.0
2026-04-18T11:37:02.563515,97.5,54.009586334228516,400.0
2026-04-18T11:37:04.766965,97.5,54.009586334228516,400.0
2026-04-18T11:37:06.970295,97.5,54.009586334228516,400.0
2026-04-18T11:37:09.173370,97.7,54.06017303466797,400.0
2026-04-18T11:37:11.375780,97.5,54.161346435546875,400.0
2026-04-18T11:37:13.580401,97.4,53.857826232910156,400.0
2026-04-18T11:37:15.784514,92.2,53.95899963378906,400.0
2026-04-18T11:37:17.986245,97.4,54.009586334228516,400.0
2026-04-18T11:37:20.188277,97.2,54.009586334228516,400.0
2026-04-18T11:37:22.390381,97.2,54.06017303466797,400.0
2026-04-18T11:37:24.597386,97.6,54.11075973510742,400.0
2026-04-18T11:37:26.802311,97.4,54.21192932128906,400.0
2026-04-18T11:37:29.005377,97.2,54.06017303466797,400.0
2026-04-18T11:37:31.207978,97.1,54.161346435546875,400.0
2026-04-18T11:37:33.411136,97.0,54.11075973510742,400.0
2026-04-18T11:37:35.613689,92.8,54.009586334228516,400.0
2026-04-18T11:37:37.816513,97.5,53.95899963378906,400.0
2026-04-18T11:37:40.018686,96.6,53.90841293334961,400.0
